title,rank,score,users_rated,Popularity,Favorites,Members,animeType,Episodes,status,premiered,studio,source,rating,genres
Little Busters!: Refrain,239,8.29,54579,978,1779,112343,TV,13,Finished Airing,Fall 2013,J.C.Staff,Visual novel,PG-13 - Teens 13 or older,"Comedy,Drama,Romance,School,Slice of Life,Supernatural"
Majo no Takkyuubin,240,8.29,169444,359,2579,266915,Movie,1,Finished Airing,"Jul 29, 1989",Studio Ghibli,Novel,"Jul 29, 1989","Adventure,Comedy,Drama,Magic,Romance,Fantasy"
Major S4,241,8.29,27680,2027,180,43760,TV,26,Finished Airing,Winter 2008,SynergySP,Manga,PG-13 - Teens 13 or older,"Comedy,Drama,Shounen,Sports"
Romeo no Aoi Sora,242,8.29,9978,2583,415,28689,TV,33,Finished Airing,Winter 1995,Nippon Animation,Novel,PG-13 - Teens 13 or older,"Adventure,Drama,Historical,Slice of Life"
Sennen Joyuu,243,8.29,46690,1075,1548,99487,Movie,1,Finished Airing,"Sep 14, 2002",Madhouse,Original,"Sep 14, 2002","Action,Adventure,Drama,Fantasy,Historical,Romance"
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,244,8.29,67870,849,280,129591,Special,1,Finished Airing,"Dec 3, 2015",White Fox,Visual novel,"Dec 3, 2015","Sci-Fi,Thriller"
Toki wo Kakeru Shoujo,245,8.29,296700,126,4897,498772,Movie,1,Finished Airing,"Jul 15, 2006",Madhouse,Novel,"Jul 15, 2006","Adventure,Drama,Romance,Sci-Fi"
Trigun,246,8.29,229832,154,11163,450606,TV,26,Finished Airing,Spring 1998,Madhouse,Manga,PG-13 - Teens 13 or older,"Action,Sci-Fi,Adventure,Comedy,Drama,Shounen"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,247,8.29,285413,146,12213,463901,TV,13,Finished Airing,Spring 2015,feel.,Light novel,PG-13 - Teens 13 or older,"Slice of Life,Comedy,Drama,Romance,School"
Ballroom e Youkoso,248,8.28,70588,661,1885,162756,TV,24,Finished Airing,Summer 2017,Production I.G,Manga,PG-13 - Teens 13 or older,"Comedy,Drama,Romance,School,Shounen,Sports"
Boku no Hero Academia 4th Season,249,8.28,22307,312,1904,299108,TV,25,Currently Airing,Fall 2019,Bones,Manga,PG-13 - Teens 13 or older,"Action,Comedy,Super Power,School,Shounen"
Bungou Stray Dogs 2nd Season,250,8.28,159386,314,3197,298412,TV,12,Finished Airing,Fall 2016,Bones,Manga,R - 17+ (violence & profanity),"Action,Mystery,Super Power,Supernatural,Seinen"
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,251,8.28,50594,1247,1620,84521,Movie,1,Finished Airing,"Jul 15, 2000",Madhouse,Manga,"Jul 15, 2000","Comedy,Drama,Fantasy,Magic,Romance,Shoujo"
Dragon Ball Z,252,8.28,447740,73,25709,664749,TV,291,Finished Airing,Spring 1989,Toei Animation,Manga,PG-13 - Teens 13 or older,"Action,Adventure,Comedy,Fantasy,Martial Arts,Shounen,Super Power"
Initial D Final Stage,253,8.28,29372,1686,364,57835,TV,4,Finished Airing,Spring 2014,SynergySP,Manga,PG-13 - Teens 13 or older,"Sports,Cars,Seinen"
InuYasha: Kanketsu-hen,254,8.28,81758,663,1674,161870,TV,26,Finished Airing,Fall 2009,Sunrise,Manga,PG-13 - Teens 13 or older,"Action,Adventure,Comedy,Historical,Demons,Supernatural,Magic,Romance,Fantasy,Shounen"
Kaguya-hime no Monogatari,255,8.28,44829,1107,1016,96503,Movie,1,Finished Airing,"Nov 23, 2013",Studio Ghibli,Other,"Nov 23, 2013","Fantasy,Historical"
